brand,car_model,segment,drivetrain,seats,top_speed_kmh,acceleration_0_100_s,torque_nm,torque_nm_mapped,power_to_weight_ratio,power_to_weight_category,battery_capacity_kWh,number_of_cells,battery_type,efficiency_wh_per_km,efficiency,fast_charging_power_kw_dc,fast_charge_port,range_km,towing_capacity_kg,cargo_volume_l,length_mm,width_mm,height_mm,car_body_type,manufacturing_country
Lotus,Eletre,JF - Luxury,AWD,5,250,4.5,710.0,523.66902,0.3647887323943662,Medium,109.0,216.0,Lithium-ion,204,1.981651376146789,259.0,CCS,495.0,2250.0,611.0,5103,2019,1630,SUV,UK
Porsche,Taycan 4S,F - Luxury,AWD,5,250,3.7,695.0,512.60559,0.2805755395683453,Medium,82.3,396.0,Lithium-ion,174,4.811664641555286,195.0,CCS,490.0,2000.0,407.0,4963,1966,1379,Sedan,Germany
Audi,e-tron GT RS performance,F - Luxury,AWD,4,250,2.5,1027.0,757.476174,0.2736124634858812,Medium,97.0,396.0,Lithium-ion,182,4.082474226804123,281.0,CCS,525.0,2400.0,350.0,4997,1964,1389,Sedan,Germany
Porsche,Taycan Turbo S Cross Turismo,F - Luxury,AWD,5,250,2.5,1110.0,818.6938200000001,0.2531531531531532,Medium,97.0,396.0,Lithium-ion,188,4.082474226804123,281.0,CCS,485.0,2000.0,405.0,4974,1967,1407,Station/Estate,Germany
Porsche,Taycan 4S Plus,F - Luxury,AWD,5,250,3.7,710.0,523.66902,0.3957746478873239,Medium,97.0,396.0,Lithium-ion,177,4.082474226804123,281.0,CCS,565.0,2000.0,407.0,4963,1966,1379,Sedan,Germany
Porsche,Taycan 4S Plus Sport Turismo,F - Luxury,AWD,5,250,3.7,710.0,523.66902,0.3957746478873239,Medium,97.0,396.0,Lithium-ion,186,4.082474226804123,281.0,CCS,510.0,2000.0,446.0,4963,1966,1390,Station/Estate,Germany
Tesla,Model S Dual Motor,F - Luxury,AWD,5,250,3.2,498.0127388535032,367.3152716942676,0.2811173070036322,Medium,95.0,7920.0,Lithium-ion,150,83.36842105263158,140.0,CCS,575.0,1600.0,709.0,5021,1987,1431,Liftback Sedan,USA
Porsche,Taycan 4S Sport Turismo,F - Luxury,AWD,5,250,3.7,695.0,512.60559,0.2805755395683453,Medium,82.3,396.0,Lithium-ion,183,4.811664641555286,195.0,CCS,440.0,2000.0,446.0,4963,1966,1390,Station/Estate,Germany
Porsche,Taycan Turbo Cross Turismo,F - Luxury,AWD,5,250,2.8,940.0,693.3082800000001,0.298936170212766,Medium,97.0,396.0,Lithium-ion,188,4.082474226804123,281.0,CCS,495.0,2000.0,405.0,4974,1967,1412,Station/Estate,Germany
BMW,iX M70 xDrive,JE - Executive,AWD,5,250,3.8,1015.0,748.62543,0.1477832512315271,Low,108.9,216.0,Lithium-ion,209,1.983471074380165,150.0,CCS,500.0,2500.0,500.0,4965,1970,1695,SUV,Germany
Audi,e-tron GT RS,F - Luxury,AWD,4,250,2.8,865.0,637.99113,0.3248554913294798,Medium,97.0,396.0,Lithium-ion,184,4.082474226804123,281.0,CCS,525.0,2400.0,350.0,4997,1964,1389,Sedan,Germany
Porsche,Taycan GTS,F - Luxury,AWD,5,250,3.3,790.0,582.67398,0.3556962025316456,Medium,97.0,396.0,Lithium-ion,176,4.082474226804123,281.0,CCS,535.0,2000.0,366.0,4963,1966,1381,Sedan,Germany
Mercedes-Benz,EQS AMG 53 4MATIC+,F - Luxury,AWD,5,250,3.4,1020.0,752.3132400000001,0.1568627450980392,Low,118.0,300.0,Lithium-ion,222,2.542372881355932,160.0,CCS,585.0,1700.0,620.0,5223,1926,1518,Sedan,Germany
Porsche,Taycan GTS Sport Turismo,F - Luxury,AWD,5,250,3.3,790.0,582.67398,0.3556962025316456,Medium,97.0,396.0,Lithium-ion,185,4.082474226804123,281.0,CCS,505.0,2000.0,405.0,4963,1966,1392,Station/Estate,Germany
Lotus,Emeya R,F - Luxury,AWD,5,256,2.8,985.0,726.4985700000001,0.2436548223350254,Low,98.9,216.0,Lithium-ion,227,2.1840242669362997,240.0,CCS,465.0,1225.0,509.0,5139,2005,1464,Liftback Sedan,UK
Hyundai,IONIQ 5 N (MY24),JC - Medium,AWD,5,260,3.4,740.0,545.79588,0.277027027027027,Medium,80.0,384.0,Lithium-ion,179,4.8,205.0,CCS,390.0,1600.0,480.0,4715,1940,1585,SUV,Korea
Kia,EV6 GT,JC - Medium,AWD,5,260,3.5,770.0,567.9227400000001,0.2662337662337662,Medium,80.0,384.0,Lithium-ion,178,4.8,205.0,CCS,385.0,1800.0,480.0,4695,1890,1545,SUV,Korea
Porsche,Taycan Turbo S Sport Turismo,F - Luxury,AWD,5,260,2.4,1110.0,818.6938200000001,0.2531531531531532,Medium,97.0,396.0,Lithium-ion,183,4.082474226804123,281.0,CCS,505.0,2000.0,405.0,4963,1966,1388,Station/Estate,Germany
Porsche,Taycan Turbo Sport Turismo,F - Luxury,AWD,5,260,2.7,940.0,693.3082800000001,0.298936170212766,Medium,97.0,396.0,Lithium-ion,184,4.082474226804123,281.0,CCS,505.0,2000.0,405.0,4963,1966,1392,Station/Estate,Germany
Lotus,Eletre R,JF - Luxury,AWD,5,260,2.9,985.0,726.4985700000001,0.2629441624365482,Medium,109.0,216.0,Lithium-ion,266,1.981651376146789,259.0,CCS,455.0,2250.0,611.0,5103,2019,1636,SUV,UK
Porsche,Macan Turbo Electric,JD - Large,AWD,5,260,3.3,1001.0,738.299562,0.1998001998001998,Low,95.0,180.0,Lithium-ion,183,1.894736842105263,200.0,CCS,460.0,2000.0,480.0,4784,1938,1621,SUV,Germany
Porsche,Taycan Turbo S,F - Luxury,AWD,5,260,2.4,1110.0,818.6938200000001,0.2531531531531532,Medium,97.0,396.0,Lithium-ion,174,4.082474226804123,281.0,CCS,525.0,2000.0,366.0,4963,1966,1378,Sedan,Germany
Porsche,Taycan Turbo,F - Luxury,AWD,5,260,2.7,940.0,693.3082800000001,0.298936170212766,Medium,97.0,396.0,Lithium-ion,174,4.082474226804123,281.0,CCS,535.0,2000.0,366.0,4963,1966,1379,Sedan,Germany
Tesla,Model 3 Performance (Highland),D - Large,AWD,5,262,3.2,741.0,546.533442,0.1673414304993252,Low,75.0,4416.0,Lithium-ion,142,58.88,124.0,CCS,490.0,1000.0,594.0,4720,1849,1431,Sedan,USA
Tesla,Model X Plaid,JF - Luxury,AWD,7,262,2.7,498.0127388535032,367.3152716942676,0.2811173070036322,Medium,95.0,7920.0,Lithium-ion,180,83.36842105263158,140.0,CCS,465.0,2250.0,425.0,5057,1999,1680,SUV,USA
Lucid,Air Grand Touring,F - Luxury,AWD,5,270,3.0,1200.0,885.0744000000001,0.1533333333333333,Low,112.0,6600.0,Lithium-ion,143,58.92857142857143,184.0,CCS,665.0,1500.0,456.0,4975,1939,1410,Sedan,USA
Tesla,Model S Plaid,F - Luxury,AWD,5,282,2.3,498.0127388535032,367.3152716942676,0.2811173070036322,Medium,95.0,7920.0,Lithium-ion,158,83.36842105263158,140.0,CCS,560.0,1600.0,709.0,5021,1987,1431,Liftback Sedan,USA
Maserati,GranCabrio Folgore,F - Luxury,AWD,4,290,2.8,1350.0,995.7087,0.1407407407407407,Low,83.0,216.0,Lithium-ion,198,2.602409638554217,190.0,CCS,395.0,1800.0,151.0,4966,1957,1365,Cabriolet,Italy
Porsche,Taycan Turbo GT,F - Luxury,AWD,5,290,2.3,1340.0,988.33308,0.2097014925373134,Low,97.0,396.0,Lithium-ion,184,4.082474226804123,281.0,CCS,475.0,2000.0,326.0,4968,1966,1378,Sedan,Germany
Porsche,Taycan Turbo GT Weissach,F - Luxury,AWD,2,305,2.2,1340.0,988.33308,0.2097014925373134,Low,97.0,396.0,Lithium-ion,180,4.082474226804123,281.0,CCS,475.0,2000.0,367.0,4968,1966,1378,Sedan,Germany
Maserati,GranTurismo Folgore,F - Luxury,AWD,4,325,2.7,1350.0,995.7087,0.1607407407407407,Low,83.0,216.0,Lithium-ion,182,2.602409638554217,217.0,CCS,420.0,1800.0,270.0,4959,1957,1353,Coupe,Italy
